x,y,z
  0.2000,  -0.2000,   0.0800
  0.2000,  -0.1000,   0.0500
  0.2000,   0.0000,   0.0400
  0.2000,   0.1000,   0.0500
  0.2000,   0.2000,   0.0800
  0.2000,   0.3000,   0.1300
  0.2000,   0.4000,   0.2000
  0.2000,   0.5000,   0.2900
  0.2000,   0.6000,   0.4000
  0.2000,   0.7000,   0.5300
  0.2000,   0.8000,   0.6800
  0.2000,   0.9000,   0.8500
  0.2000,   1.0000,   1.0400
  0.2000,   1.1000,   1.2500
  0.2000,   1.2000,   1.4800
  0.2000,   1.3000,   1.7300
  0.2000,   1.4000,   2.0000
  0.2000,   1.5000,   2.2900
  0.2000,   1.6000,   2.6000
  0.2000,   1.7000,   2.9300
  0.2000,   1.8000,   3.2800
  0.2000,   1.9000,   3.6500
  0.2000,   2.0000,   4.0400
  0.2000,   2.1000,   4.4500
  0.2000,   2.2000,   4.8800
  0.2000,   2.3000,   5.3300
  0.2000,   2.4000,   5.8000
  0.2000,   2.5000,   6.2900
  0.2000,   2.6000,   6.8000
  0.2000,   2.7000,   7.3300
  0.2000,   2.8000,   7.8800
  0.2000,   2.9000,   8.4500
  0.2000,   3.0000,   9.0400
  0.2000,   3.1000,   9.6500
  0.2000,   3.2000,  10.2800
  0.2000,   3.3000,  10.9300
  0.2000,   3.4000,  11.6000
  0.2000,   3.5000,  12.2900
  0.2000,   3.6000,  13.0000
  0.2000,   3.7000,  13.7300
  0.2000,   3.8000,  14.4800
  0.2000,   3.9000,  15.2500
  0.2000,   4.0000,  16.0400
  0.2000,   4.1000,  16.8500
  0.2000,   4.2000,  17.6800
  0.2000,   4.3000,  18.5300
  0.2000,   4.4000,  19.4000
  0.2000,   4.5000,  20.2900
  0.2000,   4.6000,  21.2000
  0.2000,   4.7000,  22.1300
  0.2000,   4.8000,  23.0800
  0.2000,   4.9000,  24.0500
  0.3000,  -5.0000,  25.0900
  0.3000,  -4.9000,  24.1000
  0.3000,  -4.8000,  23.1300
  0.3000,  -4.7000,  22.1800
  0.3000,  -4.6000,  21.2500
  0.3000,  -4.5000,  20.3400
  0.3000,  -4.4000,  19.4500
  0.3000,  -4.3000,  18.5800
  0.3000,  -4.2000,  17.7300
  0.3000,  -4.1000,  16.9000
  0.3000,  -4.0000,  16.0900
  0.3000,  -3.9000,  15.3000
  0.3000,  -3.8000,  14.5300
  0.3000,  -3.7000,  13.7800
  0.3000,  -3.6000,  13.0500
  0.3000,  -3.5000,  12.3400
  0.3000,  -3.4000,  11.6500
  0.3000,  -3.3000,  10.9800
  0.3000,  -3.2000,  10.3300
  0.3000,  -3.1000,   9.7000
  0.3000,  -3.0000,   9.0900
  0.3000,  -2.9000,   8.5000
  0.3000,  -2.8000,   7.9300
  0.3000,  -2.7000,   7.3800
  0.3000,  -2.6000,   6.8500
  0.3000,  -2.5000,   6.3400
  0.3000,  -2.4000,   5.8500
  0.3000,  -2.3000,   5.3800
  0.3000,  -2.2000,   4.9300
  0.3000,  -2.1000,   4.5000
  0.3000,  -2.0000,   4.0900
  0.3000,  -1.9000,   3.7000
  0.3000,  -1.8000,   3.3300
  0.3000,  -1.7000,   2.9800
  0.3000,  -1.6000,   2.6500
  0.3000,  -1.5000,   2.3400
  0.3000,  -1.4000,   2.0500
  0.3000,  -1.3000,   1.7800
  0.3000,  -1.2000,   1.5300
  0.3000,  -1.1000,   1.3000
  0.3000,  -1.0000,   1.0900
  0.3000,  -0.9000,   0.9000
  0.3000,  -0.8000,   0.7300
  0.3000,  -0.7000,   0.5800
  0.3000,  -0.6000,   0.4500
  0.3000,  -0.5000,   0.3400
  0.3000,  -0.4000,   0.2500
  0.3000,  -0.3000,   0.1800
  0.3000,  -0.2000,   0.1300
  0.3000,  -0.1000,   0.1000
  0.3000,   0.0000,   0.0900
  0.3000,   0.1000,   0.1000
  0.3000,   0.2000,   0.1300
  0.3000,   0.3000,   0.1800
  0.3000,   0.4000,   0.2500
  0.3000,   0.5000,   0.3400
  0.3000,   0.6000,   0.4500
  0.3000,   0.7000,   0.5800
  0.3000,   0.8000,   0.7300
  0.3000,   0.9000,   0.9000
  0.3000,   1.0000,   1.0900
  0.3000,   1.1000,   1.3000
  0.3000,   1.2000,   1.5300
  0.3000,   1.3000,   1.7800
  0.3000,   1.4000,   2.0500
  0.3000,   1.5000,   2.3400
  0.3000,   1.6000,   2.6500
  0.3000,   1.7000,   2.9800
  0.3000,   1.8000,   3.3300
  0.3000,   1.9000,   3.7000
  0.3000,   2.0000,   4.0900
  0.3000,   2.1000,   4.5000
  0.3000,   2.2000,   4.9300
  0.3000,   2.3000,   5.3800
  0.3000,   2.4000,   5.8500
  0.3000,   2.5000,   6.3400
  0.3000,   2.6000,   6.8500
  0.3000,   2.7000,   7.3800
  0.3000,   2.8000,   7.9300
  0.3000,   2.9000,   8.5000
  0.3000,   3.0000,   9.0900
  0.3000,   3.1000,   9.7000
  0.3000,   3.2000,  10.3300
  0.3000,   3.3000,  10.9800
  0.3000,   3.4000,  11.6500
  0.3000,   3.5000,  12.3400
  0.3000,   3.6000,  13.0500
  0.3000,   3.7000,  13.7800
  0.3000,   3.8000,  14.5300
  0.3000,   3.9000,  15.3000
  0.3000,   4.0000,  16.0900
  0.3000,   4.1000,  16.9000
  0.3000,   4.2000,  17.7300
  0.3000,   4.3000,  18.5800
  0.3000,   4.4000,  19.4500
  0.3000,   4.5000,  20.3400
  0.3000,   4.6000,  21.2500
  0.3000,   4.7000,  22.1800
  0.3000,   4.8000,  23.1300
  0.3000,   4.9000,  24.1000
  0.4000,  -5.0000,  25.1600
  0.4000,  -4.9000,  24.1700
  0.4000,  -4.8000,  23.2000
  0.4000,  -4.7000,  22.2500
  0.4000,  -4.6000,  21.3200
  0.4000,  -4.5000,  20.4100
  0.4000,  -4.4000,  19.5200
  0.4000,  -4.3000,  18.6500
  0.4000,  -4.2000,  17.8000
  0.4000,  -4.1000,  16.9700
  0.4000,  -4.0000,  16.1600
  0.4000,  -3.9000,  15.3700
  0.4000,  -3.8000,  14.6000
  0.4000,  -3.7000,  13.8500
  0.4000,  -3.6000,  13.1200
  0.4000,  -3.5000,  12.4100
  0.4000,  -3.4000,  11.7200
  0.4000,  -3.3000,  11.0500
  0.4000,  -3.2000,  10.4000
  0.4000,  -3.1000,   9.7700
  0.4000,  -3.0000,   9.1600
  0.4000,  -2.9000,   8.5700
  0.4000,  -2.8000,   8.0000
  0.4000,  -2.7000,   7.4500
  0.4000,  -2.6000,   6.9200
  0.4000,  -2.5000,   6.4100
  0.4000,  -2.4000,   5.9200
  0.4000,  -2.3000,   5.4500
  0.4000,  -2.2000,   5.0000
  0.4000,  -2.1000,   4.5700
  0.4000,  -2.0000,   4.1600
  0.4000,  -1.9000,   3.7700
  0.4000,  -1.8000,   3.4000
  0.4000,  -1.7000,   3.0500
  0.4000,  -1.6000,   2.7200
  0.4000,  -1.5000,   2.4100
  0.4000,  -1.4000,   2.1200
  0.4000,  -1.3000,   1.8500
  0.4000,  -1.2000,   1.6000
  0.4000,  -1.1000,   1.3700
  0.4000,  -1.0000,   1.1600
  0.4000,  -0.9000,   0.9700
  0.4000,  -0.8000,   0.8000
  0.4000,  -0.7000,   0.6500
  0.4000,  -0.6000,   0.5200
  0.4000,  -0.5000,   0.4100
  0.4000,  -0.4000,   0.3200
  0.4000,  -0.3000,   0.2500
  0.4000,  -0.2000,   0.2000
  0.4000,  -0.1000,   0.1700
  0.4000,   0.0000,   0.1600
  0.4000,   0.1000,   0.1700
  0.4000,   0.2000,   0.2000
  0.4000,   0.3000,   0.2500
  0.4000,   0.4000,   0.3200
  0.4000,   0.5000,   0.4100
  0.4000,   0.6000,   0.5200
  0.4000,   0.7000,   0.6500
  0.4000,   0.8000,   0.8000
  0.4000,   0.9000,   0.9700
  0.4000,   1.0000,   1.1600
  0.4000,   1.1000,   1.3700
  0.4000,   1.2000,   1.6000
  0.4000,   1.3000,   1.8500
  0.4000,   1.4000,   2.1200
  0.4000,   1.5000,   2.4100
  0.4000,   1.6000,   2.7200
  0.4000,   1.7000,   3.0500
  0.4000,   1.8000,   3.4000
  0.4000,   1.9000,   3.7700
  0.4000,   2.0000,   4.1600
  0.4000,   2.1000,   4.5700
  0.4000,   2.2000,   5.0000
  0.4000,   2.3000,   5.4500
  0.4000,   2.4000,   5.9200
  0.4000,   2.5000,   6.4100
  0.4000,   2.6000,   6.9200
  0.4000,   2.7000,   7.4500
  0.4000,   2.8000,   8.0000
  0.4000,   2.9000,   8.5700
  0.4000,   3.0000,   9.1600
  0.4000,   3.1000,   9.7700
  0.4000,   3.2000,  10.4000
  0.4000,   3.3000,  11.0500
  0.4000,   3.4000,  11.7200
  0.4000,   3.5000,  12.4100
  0.4000,   3.6000,  13.1200
  0.4000,   3.7000,  13.8500
  0.4000,   3.8000,  14.6000
  0.4000,   3.9000,  15.3700
  0.4000,   4.0000,  16.1600
  0.4000,   4.1000,  16.9700
  0.4000,   4.2000,  17.8000
  0.4000,   4.3000,  18.6500
  0.4000,   4.4000,  19.5200
  0.4000,   4.5000,  20.4100
  0.4000,   4.6000,  21.3200
  0.4000,   4.7000,  22.2500
  0.4000,   4.8000,  23.2000
  0.4000,   4.9000,  24.1700
  0.5000,  -5.0000,  25.2500
  0.5000,  -4.9000,  24.2600
  0.5000,  -4.8000,  23.2900
  0.5000,  -4.7000,  22.3400
  0.5000,  -4.6000,  21.4100
  0.5000,  -4.5000,  20.5000
  0.5000,  -4.4000,  19.6100
  0.5000,  -4.3000,  18.7400
  0.5000,  -4.2000,  17.8900
  0.5000,  -4.1000,  17.0600
  0.5000,  -4.0000,  16.2500
  0.5000,  -3.9000,  15.4600
  0.5000,  -3.8000,  14.6900
  0.5000,  -3.7000,  13.9400
  0.5000,  -3.6000,  13.2100
  0.5000,  -3.5000,  12.5000
  0.5000,  -3.4000,  11.8100
  0.5000,  -3.3000,  11.1400
  0.5000,  -3.2000,  10.4900
  0.5000,  -3.1000,   9.8600
  0.5000,  -3.0000,   9.2500
  0.5000,  -2.9000,   8.6600
  0.5000,  -2.8000,   8.0900
  0.5000,  -2.7000,   7.5400
  0.5000,  -2.6000,   7.0100
  0.5000,  -2.5000,   6.5000
  0.5000,  -2.4000,   6.0100
  0.5000,  -2.3000,   5.5400
  0.5000,  -2.2000,   5.0900
  0.5000,  -2.1000,   4.6600
  0.5000,  -2.0000,   4.2500
  0.5000,  -1.9000,   3.8600
  0.5000,  -1.8000,   3.4900
  0.5000,  -1.7000,   3.1400
  0.5000,  -1.6000,   2.8100
  0.5000,  -1.5000,   2.5000
  0.5000,  -1.4000,   2.2100
  0.5000,  -1.3000,   1.9400
  0.5000,  -1.2000,   1.6900
  0.5000,  -1.1000,   1.4600
  0.5000,  -1.0000,   1.2500
  0.5000,  -0.9000,   1.0600
  0.5000,  -0.8000,   0.8900
  0.5000,  -0.7000,   0.7400
  0.5000,  -0.6000,   0.6100
  0.5000,  -0.5000,   0.5000
  0.5000,  -0.4000,   0.4100
  0.5000,  -0.3000,   0.3400
  0.5000,  -0.2000,   0.2900
  0.5000,  -0.1000,   0.2600
  0.5000,   0.0000,   0.2500
  0.5000,   0.1000,   0.2600
  0.5000,   0.2000,   0.2900
  0.5000,   0.3000,   0.3400
  0.5000,   0.4000,   0.4100
  0.5000,   0.5000,   0.5000
  0.5000,   0.6000,   0.6100
  0.5000,   0.7000,   0.7400
  0.5000,   0.8000,   0.8900
  0.5000,   0.9000,   1.0600
  0.5000,   1.0000,   1.2500
  0.5000,   1.1000,   1.4600
  0.5000,   1.2000,   1.6900
  0.5000,   1.3000,   1.9400
  0.5000,   1.4000,   2.2100
  0.5000,   1.5000,   2.5000
  0.5000,   1.6000,   2.8100
  0.5000,   1.7000,   3.1400
  0.5000,   1.8000,   3.4900
  0.5000,   1.9000,   3.8600
  0.5000,   2.0000,   4.2500
  0.5000,   2.1000,   4.6600
  0.5000,   2.2000,   5.0900
  0.5000,   2.3000,   5.5400
  0.5000,   2.4000,   6.0100
  0.5000,   2.5000,   6.5000
  0.5000,   2.6000,   7.0100
  0.5000,   2.7000,   7.5400
  0.5000,   2.8000,   8.0900
  0.5000,   2.9000,   8.6600
  0.5000,   3.0000,   9.2500
  0.5000,   3.1000,   9.8600
  0.5000,   3.2000,  10.4900
  0.5000,   3.3000,  11.1400
  0.5000,   3.4000,  11.8100
  0.5000,   3.5000,  12.5000
  0.5000,   3.6000,  13.2100
  0.5000,   3.7000,  13.9400
  0.5000,   3.8000,  14.6900
  0.5000,   3.9000,  15.4600
  0.5000,   4.0000,  16.2500
  0.5000,   4.1000,  17.0600
  0.5000,   4.2000,  17.8900
  0.5000,   4.3000,  18.7400
  0.5000,   4.4000,  19.6100
  0.5000,   4.5000,  20.5000
  0.5000,   4.6000,  21.4100
  0.5000,   4.7000,  22.3400
  0.5000,   4.8000,  23.2900
  0.5000,   4.9000,  24.2600
  0.6000,  -5.0000,  25.3600
  0.6000,  -4.9000,  24.3700
  0.6000,  -4.8000,  23.4000
  0.6000,  -4.7000,  22.4500
  0.6000,  -4.6000,  21.5200
  0.6000,  -4.5000,  20.6100
  0.6000,  -4.4000,  19.7200
  0.6000,  -4.3000,  18.8500
  0.6000,  -4.2000,  18.0000
  0.6000,  -4.1000,  17.1700
  0.6000,  -4.0000,  16.3600
  0.6000,  -3.9000,  15.5700
  0.6000,  -3.8000,  14.8000
  0.6000,  -3.7000,  14.0500
  0.6000,  -3.6000,  13.3200
  0.6000,  -3.5000,  12.6100
  0.6000,  -3.4000,  11.9200
  0.6000,  -3.3000,  11.2500
  0.6000,  -3.2000,  10.6000
  0.6000,  -3.1000,   9.9700
  0.6000,  -3.0000,   9.3600
  0.6000,  -2.9000,   8.7700
  0.6000,  -2.8000,   8.2000
  0.6000,  -2.7000,   7.6500
  0.6000,  -2.6000,   7.1200
  0.6000,  -2.5000,   6.6100
  0.6000,  -2.4000,   6.1200
  0.6000,  -2.3000,   5.6500
  0.6000,  -2.2000,   5.2000
  0.6000,  -2.1000,   4.7700
  0.6000,  -2.0000,   4.3600
  0.6000,  -1.9000,   3.9700
  0.6000,  -1.8000,   3.6000
  0.6000,  -1.7000,   3.2500
  0.6000,  -1.6000,   2.9200
  0.6000,  -1.5000,   2.6100
  0.6000,  -1.4000,   2.3200
  0.6000,  -1.3000,   2.0500
  0.6000,  -1.2000,   1.8000
  0.6000,  -1.1000,   1.5700
  0.6000,  -1.0000,   1.3600
  0.6000,  -0.9000,   1.1700
  0.6000,  -0.8000,   1.0000
  0.6000,  -0.7000,   0.8500
  0.6000,  -0.6000,   0.7200
  0.6000,  -0.5000,   0.6100
  0.6000,  -0.4000,   0.5200
  0.6000,  -0.3000,   0.4500
  0.6000,  -0.2000,   0.4000
  0.6000,  -0.1000,   0.3700
  0.6000,   0.0000,   0.3600
  0.6000,   0.1000,   0.3700
  0.6000,   0.2000,   0.4000
  0.6000,   0.3000,   0.4500
  0.6000,   0.4000,   0.5200
  0.6000,   0.5000,   0.6100
  0.6000,   0.6000,   0.7200
  0.6000,   0.7000,   0.8500
  0.6000,   0.8000,   1.0000
  0.6000,   0.9000,   1.1700
  0.6000,   1.0000,   1.3600
  0.6000,   1.1000,   1.5700
  0.6000,   1.2000,   1.8000
  0.6000,   1.3000,   2.0500
  0.6000,   1.4000,   2.3200
  0.6000,   1.5000,   2.6100
  0.6000,   1.6000,   2.9200
  0.6000,   1.7000,   3.2500
  0.6000,   1.8000,   3.6000
  0.6000,   1.9000,   3.9700
  0.6000,   2.0000,   4.3600
  0.6000,   2.1000,   4.7700
  0.6000,   2.2000,   5.2000
  0.6000,   2.3000,   5.6500
  0.6000,   2.4000,   6.1200
  0.6000,   2.5000,   6.6100
  0.6000,   2.6000,   7.1200
  0.6000,   2.7000,   7.6500
  0.6000,   2.8000,   8.2000
  0.6000,   2.9000,   8.7700
  0.6000,   3.0000,   9.3600
  0.6000,   3.1000,   9.9700
  0.6000,   3.2000,  10.6000
  0.6000,   3.3000,  11.2500
  0.6000,   3.4000,  11.9200
  0.6000,   3.5000,  12.6100
  0.6000,   3.6000,  13.3200
  0.6000,   3.7000,  14.0500
  0.6000,   3.8000,  14.8000
  0.6000,   3.9000,  15.5700
  0.6000,   4.0000,  16.3600
  0.6000,   4.1000,  17.1700
  0.6000,   4.2000,  18.0000
  0.6000,   4.3000,  18.8500
  0.6000,   4.4000,  19.7200
  0.6000,   4.5000,  20.6100
  0.6000,   4.6000,  21.5200
  0.6000,   4.7000,  22.4500
  0.6000,   4.8000,  23.4000
  0.6000,   4.9000,  24.3700
  0.7000,  -5.0000,  25.4900
  0.7000,  -4.9000,  24.5000
  0.7000,  -4.8000,  23.5300
  0.7000,  -4.7000,  22.5800
  0.7000,  -4.6000,  21.6500
  0.7000,  -4.5000,  20.7400
  0.7000,  -4.4000,  19.8500
  0.7000,  -4.3000,  18.9800
  0.7000,  -4.2000,  18.1300
  0.7000,  -4.1000,  17.3000
  0.7000,  -4.0000,  16.4900
  0.7000,  -3.9000,  15.7000
  0.7000,  -3.8000,  14.9300
  0.7000,  -3.7000,  14.1800
  0.7000,  -3.6000,  13.4500
  0.7000,  -3.5000,  12.7400
  0.7000,  -3.4000,  12.0500
  0.7000,  -3.3000,  11.3800
  0.7000,  -3.2000,  10.7300
  0.7000,  -3.1000,  10.1000
  0.7000,  -3.0000,   9.4900
  0.7000,  -2.9000,   8.9000
  0.7000,  -2.8000,   8.3300
  0.7000,  -2.7000,   7.7800
  0.7000,  -2.6000,   7.2500
  0.7000,  -2.5000,   6.7400
  0.7000,  -2.4000,   6.2500
  0.7000,  -2.3000,   5.7800
  0.7000,  -2.2000,   5.3300
  0.7000,  -2.1000,   4.9000
  0.7000,  -2.0000,   4.4900
  0.7000,  -1.9000,   4.1000
  0.7000,  -1.8000,   3.7300
  0.7000,  -1.7000,   3.3800
  0.7000,  -1.6000,   3.0500
  0.7000,  -1.5000,   2.7400
  0.7000,  -1.4000,   2.4500
  0.7000,  -1.3000,   2.1800
  0.7000,  -1.2000,   1.9300
  0.7000,  -1.1000,   1.7000
  0.7000,  -1.0000,   1.4900
  0.7000,  -0.9000,   1.3000
  0.7000,  -0.8000,   1.1300
  0.7000,  -0.7000,   0.9800
  0.7000,  -0.6000,   0.8500
  0.7000,  -0.5000,   0.7400
  0.7000,  -0.4000,   0.6500
  0.7000,  -0.3000,   0.5800
  0.7000,  -0.2000,   0.5300
  0.7000,  -0.1000,   0.5000
  0.7000,   0.0000,   0.4900
  0.7000,   0.1000,   0.5000
  0.7000,   0.2000,   0.5300
  0.7000,   0.3000,   0.5800
  0.7000,   0.4000,   0.6500
  0.7000,   0.5000,   0.7400
  0.7000,   0.6000,   0.8500
  0.7000,   0.7000,   0.9800
  0.7000,   0.8000,   1.1300
  0.7000,   0.9000,   1.3000
  0.7000,   1.0000,   1.4900
  0.7000,   1.1000,   1.7000
  0.7000,   1.2000,   1.9300
  0.7000,   1.3000,   2.1800
  0.7000,   1.4000,   2.4500
  0.7000,   1.5000,   2.7400
  0.7000,   1.6000,   3.0500
  0.7000,   1.7000,   3.3800
  0.7000,   1.8000,   3.7300
  0.7000,   1.9000,   4.1000
  0.7000,   2.0000,   4.4900
  0.7000,   2.1000,   4.9000
  0.7000,   2.2000,   5.3300
  0.7000,   2.3000,   5.7800
  0.7000,   2.4000,   6.2500
  0.7000,   2.5000,   6.7400
  0.7000,   2.6000,   7.2500
  0.7000,   2.7000,   7.7800
  0.7000,   2.8000,   8.3300
  0.7000,   2.9000,   8.9000
  0.7000,   3.0000,   9.4900
  0.7000,   3.1000,  10.1000
  0.7000,   3.2000,  10.7300
  0.7000,   3.3000,  11.3800
  0.7000,   3.4000,  12.0500
  0.7000,   3.5000,  12.7400
  0.7000,   3.6000,  13.4500
  0.7000,   3.7000,  14.1800
  0.7000,   3.8000,  14.9300
  0.7000,   3.9000,  15.7000
  0.7000,   4.0000,  16.4900
  0.7000,   4.1000,  17.3000
  0.7000,   4.2000,  18.1300
  0.7000,   4.3000,  18.9800
  0.7000,   4.4000,  19.8500
  0.7000,   4.5000,  20.7400
  0.7000,   4.6000,  21.6500
  0.7000,   4.7000,  22.5800
  0.7000,   4.8000,  23.5300
  0.7000,   4.9000,  24.5000
  0.8000,  -5.0000,  25.6400
  0.8000,  -4.9000,  24.6500
  0.8000,  -4.8000,  23.6800
  0.8000,  -4.7000,  22.7300
  0.8000,  -4.6000,  21.8000
  0.8000,  -4.5000,  20.8900
  0.8000,  -4.4000,  20.0000
  0.8000,  -4.3000,  19.1300
  0.8000,  -4.2000,  18.2800
  0.8000,  -4.1000,  17.4500
  0.8000,  -4.0000,  16.6400
  0.8000,  -3.9000,  15.8500
  0.8000,  -3.8000,  15.0800
  0.8000,  -3.7000,  14.3300
  0.8000,  -3.6000,  13.6000
  0.8000,  -3.5000,  12.8900
  0.8000,  -3.4000,  12.2000
  0.8000,  -3.3000,  11.5300
  0.8000,  -3.2000,  10.8800
  0.8000,  -3.1000,  10.2500
  0.8000,  -3.0000,   9.6400
  0.8000,  -2.9000,   9.0500
  0.8000,  -2.8000,   8.4800
  0.8000,  -2.7000,   7.9300
  0.8000,  -2.6000,   7.4000
  0.8000,  -2.5000,   6.8900
  0.8000,  -2.4000,   6.4000
  0.8000,  -2.3000,   5.9300
  0.8000,  -2.2000,   5.4800
  0.8000,  -2.1000,   5.0500
  0.8000,  -2.0000,   4.6400
  0.8000,  -1.9000,   4.2500
  0.8000,  -1.8000,   3.8800
  0.8000,  -1.7000,   3.5300
  0.8000,  -1.6000,   3.2000
  0.8000,  -1.5000,   2.8900
  0.8000,  -1.4000,   2.6000
  0.8000,  -1.3000,   2.3300
  0.8000,  -1.2000,   2.0800
  0.8000,  -1.1000,   1.8500
  0.8000,  -1.0000,   1.6400
  0.8000,  -0.9000,   1.4500
  0.8000,  -0.8000,   1.2800
  0.8000,  -0.7000,   1.1300
  0.8000,  -0.6000,   1.0000
  0.8000,  -0.5000,   0.8900
  0.8000,  -0.4000,   0.8000
  0.8000,  -0.3000,   0.7300
  0.8000,  -0.2000,   0.6800
  0.8000,  -0.1000,   0.6500
  0.8000,   0.0000,   0.6400
  0.8000,   0.1000,   0.6500
  0.8000,   0.2000,   0.6800
  0.8000,   0.3000,   0.7300
  0.8000,   0.4000,   0.8000
  0.8000,   0.5000,   0.8900
  0.8000,   0.6000,   1.0000
  0.8000,   0.7000,   1.1300
  0.8000,   0.8000,   1.2800
  0.8000,   0.9000,   1.4500
  0.8000,   1.0000,   1.6400
  0.8000,   1.1000,   1.8500
  0.8000,   1.2000,   2.0800
  0.8000,   1.3000,   2.3300
  0.8000,   1.4000,   2.6000
  0.8000,   1.5000,   2.8900
  0.8000,   1.6000,   3.2000
  0.8000,   1.7000,   3.5300
  0.8000,   1.8000,   3.8800
  0.8000,   1.9000,   4.2500
  0.8000,   2.0000,   4.6400
  0.8000,   2.1000,   5.0500
  0.8000,   2.2000,   5.4800
  0.8000,   2.3000,   5.9300
  0.8000,   2.4000,   6.4000
  0.8000,   2.5000,   6.8900
  0.8000,   2.6000,   7.4000
  0.8000,   2.7000,   7.9300
  0.8000,   2.8000,   8.4800
  0.8000,   2.9000,   9.0500
  0.8000,   3.0000,   9.6400
  0.8000,   3.1000,  10.2500
  0.8000,   3.2000,  10.8800
  0.8000,   3.3000,  11.5300
  0.8000,   3.4000,  12.2000
  0.8000,   3.5000,  12.8900
  0.8000,   3.6000,  13.6000
  0.8000,   3.7000,  14.3300
  0.8000,   3.8000,  15.0800
  0.8000,   3.9000,  15.8500
  0.8000,   4.0000,  16.6400
  0.8000,   4.1000,  17.4500
  0.8000,   4.2000,  18.2800
  0.8000,   4.3000,  19.1300
  0.8000,   4.4000,  20.0000
  0.8000,   4.5000,  20.8900
  0.8000,   4.6000,  21.8000
  0.8000,   4.7000,  22.7300
  0.8000,   4.8000,  23.6800
  0.8000,   4.9000,  24.6500
  0.9000,  -5.0000,  25.8100
  0.9000,  -4.9000,  24.8200
  0.9000,  -4.8000,  23.8500
  0.9000,  -4.7000,  22.9000
  0.9000,  -4.6000,  21.9700
  0.9000,  -4.5000,  21.0600
  0.9000,  -4.4000,  20.1700
  0.9000,  -4.3000,  19.3000
  0.9000,  -4.2000,  18.4500
  0.9000,  -4.1000,  17.6200
  0.9000,  -4.0000,  16.8100
  0.9000,  -3.9000,  16.0200
  0.9000,  -3.8000,  15.2500
  0.9000,  -3.7000,  14.5000
  0.9000,  -3.6000,  13.7700
  0.9000,  -3.5000,  13.0600
  0.9000,  -3.4000,  12.3700
  0.9000,  -3.3000,  11.7000
  0.9000,  -3.2000,  11.0500
  0.9000,  -3.1000,  10.4200
  0.9000,  -3.0000,   9.8100
  0.9000,  -2.9000,   9.2200
  0.9000,  -2.8000,   8.6500
  0.9000,  -2.7000,   8.1000
  0.9000,  -2.6000,   7.5700
  0.9000,  -2.5000,   7.0600
  0.9000,  -2.4000,   6.5700
  0.9000,  -2.3000,   6.1000
  0.9000,  -2.2000,   5.6500
  0.9000,  -2.1000,   5.2200
  0.9000,  -2.0000,   4.8100
  0.9000,  -1.9000,   4.4200
  0.9000,  -1.8000,   4.0500
  0.9000,  -1.7000,   3.7000
  0.9000,  -1.6000,   3.3700
  0.9000,  -1.5000,   3.0600
  0.9000,  -1.4000,   2.7700
  0.9000,  -1.3000,   2.5000
  0.9000,  -1.2000,   2.2500
  0.9000,  -1.1000,   2.0200
  0.9000,  -1.0000,   1.8100
  0.9000,  -0.9000,   1.6200
  0.9000,  -0.8000,   1.4500
  0.9000,  -0.7000,   1.3000
  0.9000,  -0.6000,   1.1700
  0.9000,  -0.5000,   1.0600
  0.9000,  -0.4000,   0.9700
  0.9000,  -0.3000,   0.9000
  0.9000,  -0.2000,   0.8500
  0.9000,  -0.1000,   0.8200
  0.9000,   0.0000,   0.8100
  0.9000,   0.1000,   0.8200
  0.9000,   0.2000,   0.8500
  0.9000,   0.3000,   0.9000
  0.9000,   0.4000,   0.9700
  0.9000,   0.5000,   1.0600
  0.9000,   0.6000,   1.1700
  0.9000,   0.7000,   1.3000
  0.9000,   0.8000,   1.4500
  0.9000,   0.9000,   1.6200
  0.9000,   1.0000,   1.8100
  0.9000,   1.1000,   2.0200
  0.9000,   1.2000,   2.2500
  0.9000,   1.3000,   2.5000
  0.9000,   1.4000,   2.7700
  0.9000,   1.5000,   3.0600
  0.9000,   1.6000,   3.3700
  0.9000,   1.7000,   3.7000
  0.9000,   1.8000,   4.0500
  0.9000,   1.9000,   4.4200
  0.9000,   2.0000,   4.8100
  0.9000,   2.1000,   5.2200
  0.9000,   2.2000,   5.6500
  0.9000,   2.3000,   6.1000
  0.9000,   2.4000,   6.5700
  0.9000,   2.5000,   7.0600
  0.9000,   2.6000,   7.5700
  0.9000,   2.7000,   8.1000
  0.9000,   2.8000,   8.6500
  0.9000,   2.9000,   9.2200
  0.9000,   3.0000,   9.8100
  0.9000,   3.1000,  10.4200
  0.9000,   3.2000,  11.0500
  0.9000,   3.3000,  11.7000
  0.9000,   3.4000,  12.3700
  0.9000,   3.5000,  13.0600
  0.9000,   3.6000,  13.7700
  0.9000,   3.7000,  14.5000
  0.9000,   3.8000,  15.2500
  0.9000,   3.9000,  16.0200
  0.9000,   4.0000,  16.8100
  0.9000,   4.1000,  17.6200
  0.9000,   4.2000,  18.4500
  0.9000,   4.3000,  19.3000
  0.9000,   4.4000,  20.1700
  0.9000,   4.5000,  21.0600
  0.9000,   4.6000,  21.9700
  0.9000,   4.7000,  22.9000
  0.9000,   4.8000,  23.8500
  0.9000,   4.9000,  24.8200
  1.0000,  -5.0000,  26.0000
  1.0000,  -4.9000,  25.0100
  1.0000,  -4.8000,  24.0400
  1.0000,  -4.7000,  23.0900
  1.0000,  -4.6000,  22.1600
