item,heapify,push,peek,pop,remove_first_peek,remove_851,remove_2431,remove_4633,remove_5567,remove_7633,remove_4315,remove_4341,remove_7,remove_7079,remove_5703
4834, 4834, 4834, 3953, 3953, 3952, 4834, 4834, 4834, 187, 187, 4834, 187, 4834, 187, 187
9844, 187, 187, 3952, 3952, 3951, 187, 187, 187, 506, 506, 187, 843, 187, 506, 843
2009, 843, 843, 3951, 3951, 3950, 843, 843, 843, 237, 237, 843, 237, 843, 237, 237
237, 237, 237, 3950, 3950, 3949, 237, 237, 237, 294, 294, 237, 294, 237, 294, 294
294, 294, 294, 3949, 3949, 3948, 294, 294, 294, 562, 562, 294, 506, 294, 562, 506
5287, 562, 562, 3948, 3948, 3947, 562, 562, 562, 1687, 1687, 562, 1687, 562, 1687, 1687
1687, 1687, 1687, 3947, 3947, 3946, 1687, 1687, 1687, 1854, 1854, 1687, 1854, 1687, 1854, 1854
1854, 1854, 1854, 3946, 3946, 3945, 1854, 1854, 1854, 2208, 2208, 1854, 3078, 1854, 2208, 3078
4718, 3078, 3078, 3945, 3945, 3944, 3078, 3078, 3078, 1705, 1705, 3078, 1705, 3078, 1705, 1705
1705, 1705, 1705, 3944, 3944, 3943, 1705, 1705, 1705, 1597, 1597, 1705, 1597, 1705, 1597, 1597
1597, 1597, 1597, 3943, 3943, 3942, 1597, 1597, 1597, 2502, 2502, 1597, 2208, 1597, 2502, 2208
6888, 2502, 2502, 3942, 3942, 3941, 2502, 2502, 2502, 2146, 2146, 2502, 5577, 2502, 2146, 5577
6245, 5577, 5577, 3941, 3941, 3940, 5577, 5577, 5577, 1288, 1288, 5577, 1288, 5577, 1288, 1288
1874, 1288, 1288, 3940, 3940, 3939, 1288, 1288, 1288, 1874, 1874, 1288, 1874, 1288, 1874, 1874
6060, 1874, 1874, 3939, 3939, 3938, 1874, 1874, 1874, 1094, 1094, 1874, 1094, 1874, 1094, 1094
6061, 1094, 1094, 3938, 3938, 3937, 1094, 1094, 1094, 5581, 5581, 1094, 5581, 1094, 5581, 5581
5581, 5581, 5581, 3937, 3937, 3936, 5581, 5581, 5581, 1685, 1685, 5581, 1685, 5581, 1685, 1685
6063, 1685, 1685, 3936, 3936, 3935, 1685, 1685, 1685, 4060, 4060, 1685, 4060, 1685, 4060, 4060
8224, 4060, 4060, 3935, 3935, 3934, 4060, 4060, 4060, 3032, 3032, 4060, 3032, 4060, 3032, 3032
4658, 3032, 3032, 3934, 3934, 3933, 3032, 3032, 3032, 4348, 4348, 3032, 4658, 3032, 4348, 4658
7217, 4658, 4658, 3933, 3933, 3932, 4658, 4658, 4658, 2158, 2158, 4658, 2158, 4658, 2158, 2158
4348, 2158, 2158, 3932, 3932, 3931, 2158, 2158, 2158, 3033, 3033, 2158, 3033, 2158, 3033, 3033
7677, 3033, 3033, 3931, 3931, 3930, 3033, 3033, 3033, 2580, 2580, 3033, 2580, 3033, 2580, 2580
7602, 2580, 2580, 3930, 3930, 3929, 2580, 2580, 2580, 3828, 3828, 2580, 3828, 2580, 3828, 3828
3828, 3828, 3828, 3929, 3929, 3928, 3828, 3828, 3828, 2622, 2622, 3828, 2622, 3828, 2622, 2622
5292, 2622, 2622, 3928, 3928, 3927, 2622, 2622, 2622, 1015, 1015, 2622, 1015, 2622, 1015, 1015
1015, 1015, 1015, 3927, 3927, 3926, 1015, 1015, 1015, 488, 488, 1015, 488, 1015, 488, 488
488, 488, 488, 3926, 3926, 3925, 488, 488, 488, 2767, 2767, 488, 2767, 488, 2767, 2767
7167, 2767, 2767, 3925, 3925, 3924, 2767, 2767, 2767, 2464, 2464, 2767, 2464, 2767, 2464, 2464
6945, 2464, 2464, 3924, 3924, 3923, 2464, 2464, 2464, 2878, 2878, 2464, 2878, 2464, 2878, 2878
9861, 2878, 2878, 3923, 3923, 3922, 2878, 2878, 2878, 338, 338, 2878, 338, 2878, 338, 338
6675, 338, 338, 3922, 3922, 3921, 338, 338, 338, 3322, 3322, 338, 6078, 338, 3322, 6078
6078, 6078, 6078, 3921, 3921, 3920, 6078, 6078, 6078, 1476, 1476, 6078, 1476, 6078, 1476, 1476
6079, 1476, 1476, 3920, 3920, 3919, 1476, 1476, 1476, 428, 428, 1476, 428, 1476, 428, 428
428, 428, 428, 3919, 3919, 3918, 428, 428, 428, 395, 395, 428, 395, 428, 395, 395
5996, 395, 395, 3918, 3918, 3917, 395, 395, 395, 3513, 3513, 395, 3513, 395, 3513, 3513
3513, 3513, 3513, 3917, 3917, 3916, 3513, 3513, 3513, 492, 492, 3513, 492, 3513, 492, 492
492, 492, 492, 3916, 3916, 3915, 492, 492, 492, 3788, 3788, 492, 3788, 492, 3788, 3788
7092, 3788, 3788, 3915, 3915, 3914, 3788, 3788, 3788, 1111, 1111, 3788, 1111, 3788, 1111, 1111
1111, 1111, 1111, 3914, 3914, 3913, 1111, 1111, 1111, 1631, 1631, 1111, 3023, 1111, 1631, 3023
9449, 3023, 3023, 3913, 3913, 3912, 3023, 3023, 3023, 467, 467, 3023, 467, 3023, 467, 467
467, 467, 467, 3912, 3912, 3911, 467, 467, 467, 1521, 1521, 467, 1521, 467, 1521, 1521
1631, 1521, 1521, 3911, 3911, 3910, 1521, 1521, 1521, 1534, 1534, 1521, 1534, 1521, 1534, 1534
7925, 1534, 1534, 3910, 3910, 3909, 1534, 1534, 1534, 596, 596, 1534, 596, 1534, 596, 596
596, 596, 596, 3909, 3909, 3908, 596, 596, 596, 1406, 1406, 596, 1406, 596, 1406, 1406
9432, 1406, 1406, 3908, 3908, 3907, 1406, 1406, 1406, 4308, 4308, 1406, 4308, 1406, 4308, 4308
4308, 4308, 4308, 3907, 3907, 3906, 4308, 4308, 4308, 4437, 4437, 4308, 4437, 4308, 4437, 4437
5220, 4437, 4437, 3906, 3906, 3905, 4437, 4437, 4437, 5220, 5220, 4437, 5220, 4437, 5220, 5220
5270, 5220, 5220, 3905, 3905, 3904, 5220, 5220, 5220, 380, 380, 5220, 380, 5220, 380, 380
7580, 380, 380, 3904, 3904, 3903, 380, 380, 380, 3047, 3047, 380, 3047, 380, 3047, 3047
6096, 3047, 3047, 3903, 3903, 3902, 3047, 3047, 3047, 1840, 1840, 3047, 1840, 3047, 1840, 1840
5365, 1840, 1840, 3902, 3902, 3901, 1840, 1840, 1840, 3512, 3512, 1840, 3512, 1840, 3512, 3512
3512, 3512, 3512, 3901, 3901, 3900, 3512, 3512, 3512, 762, 762, 3512, 762, 3512, 762, 762
8979, 762, 762, 3900, 3900, 3899, 762, 762, 762, 6848, 6975, 762, 6975, 762, 6975, 6975
6975, 6975, 6975, 3899, 3899, 3898, 6975, 6975, 6975, 196, 196, 6975, 196, 6975, 196, 196
927, 196, 196, 3898, 3898, 3897, 196, 196, 196, 927, 927, 196, 927, 196, 927, 927
9070, 927, 927, 3897, 3897, 3896, 927, 927, 927, 761, 761, 927, 761, 927, 761, 761
5575, 761, 761, 3896, 3896, 3895, 761, 761, 761, 5210, 5210, 761, 5512, 761, 5210, 5512
6848, 5512, 5512, 3895, 3895, 3894, 5512, 5512, 5512, 1402, 1402, 5512, 1402, 5512, 1402, 1402
5210, 1402, 1402, 3894, 3894, 3893, 1402, 1402, 1402, 2412, 2412, 1402, 2412, 1402, 2412, 2412
2412, 2412, 2412, 3893, 3893, 3892, 2412, 2412, 2412, 1269, 1269, 2412, 1269, 2412, 1269, 1269
1269, 1269, 1269, 3892, 3892, 3891, 1269, 1269, 1269, 4191, 4191, 1269, 4191, 1269, 4191, 4191
9920, 4191, 4191, 3891, 3891, 3890, 4191, 4191, 4191, 3546, 3546, 4191, 3546, 4191, 3546, 3546
9983, 3546, 3546, 3890, 3890, 3889, 3546, 3546, 3546, 4303, 4303, 3546, 4303, 3546, 4303, 4303
4303, 4303, 4303, 3889, 3889, 3888, 4303, 4303, 4303, 1758, 1758, 4303, 1758, 4303, 1758, 1758
1963, 1758, 1758, 3888, 3888, 3887, 1758, 1758, 1758, 1963, 1963, 1758, 1963, 1758, 1963, 1963
5682, 1963, 1963, 3887, 3887, 3886, 1963, 1963, 1963, 2391, 2391, 1963, 2391, 1963, 2391, 2391
9308, 2391, 2391, 3886, 3886, 3885, 2391, 2391, 2391, 6508, 6508, 2391, 6508, 2391, 6508, 6508
7572, 6508, 6508, 3885, 3885, 3884, 6508, 6508, 6508, 4147, 4147, 6508, 4147, 6508, 4147, 4147
8858, 4147, 4147, 3884, 3884, 3883, 4147, 4147, 4147, 6295, 6295, 4147, 6295, 4147, 6295, 6295
7041, 6295, 6295, 3883, 3883, 3882, 6295, 6295, 6295, 5239, 5239, 6295, 5239, 6295, 5239, 5239
5239, 5239, 5239, 3882, 3882, 3881, 5239, 5239, 5239, 5970, 5970, 5239, 6261, 5239, 5970, 6261
7698, 6261, 6261, 3881, 3881, 3880, 6261, 6261, 6261, 2730, 2730, 6261, 2730, 6261, 2730, 2730
7903, 2730, 2730, 3880, 3880, 3879, 2730, 2730, 2730, 4537, 4537, 2730, 4537, 2730, 4537, 4537
5970, 4537, 4537, 3879, 3879, 3878, 4537, 4537, 4537, 1041, 1041, 4537, 1041, 4537, 1041, 1041
1041, 1041, 1041, 3878, 3878, 3877, 1041, 1041, 1041, 3236, 3236, 1041, 3236, 1041, 3236, 3236
7470, 3236, 3236, 3877, 3877, 3876, 3236, 3236, 3236, 3203, 3203, 3236, 3203, 3236, 3203, 3203
3203, 3203, 3203, 3876, 3876, 3875, 3203, 3203, 3203, 3392, 3392, 3203, 3392, 3203, 3392, 3392
8678, 3392, 3392, 3875, 3875, 3874, 3392, 3392, 3392, 2653, 2653, 3392, 2653, 3392, 2653, 2653
4513, 2653, 2653, 3874, 3874, 3873, 2653, 2653, 2653, 729, 729, 2653, 729, 2653, 729, 729
729, 729, 729, 3873, 3873, 3872, 729, 729, 729, 765, 765, 729, 765, 729, 765, 765
8221, 765, 765, 3872, 3872, 3871, 765, 765, 765, 1183, 1183, 765, 4984, 765, 1183, 4984
4984, 4984, 4984, 3871, 3871, 3870, 4984, 4984, 4984, 303, 303, 4984, 303, 4984, 303, 303
303, 303, 303, 3870, 3870, 3869, 303, 303, 303, 775, 775, 303, 775, 303, 775, 775
775, 775, 775, 3869, 3869, 3868, 775, 775, 775, 292, 292, 775, 292, 775, 292, 292
3938, 292, 292, 3868, 3868, 3867, 292, 292, 292, 3900, 3900, 292, 3900, 292, 3900, 3900
3900, 3900, 3900, 3867, 3867, 3866, 3900, 3900, 3900, 6498, 6498, 3900, 3938, 3900, 6498, 3938
8813, 6498, 6498, 3866, 3866, 3865, 6498, 6498, 6498, 4558, 4558, 6498, 4558, 6498, 4558, 4558
4558, 4558, 4558, 3865, 3865, 3864, 4558, 4558, 4558, 1533, 1533, 4558, 1533, 4558, 1533, 1533
7297, 1533, 1533, 3864, 3864, 3863, 1533, 1533, 1533, 3743, 3743, 1533, 3743, 1533, 3743, 3743
6872, 3743, 3743, 3863, 3863, 3862, 3743, 3743, 3743, 1949, 1949, 3743, 1949, 3743, 1949, 1949
4188, 1949, 1949, 3862, 3862, 3861, 1949, 1949, 1949, 4188, 4188, 1949, 4188, 1949, 4188, 4188
5449, 4188, 4188, 3861, 3861, 3860, 4188, 4188, 4188, 3091, 3091, 4188, 3091, 4188, 3091, 3091
6588, 3091, 3091, 3860, 3860, 3859, 3091, 3091, 3091, 5085, 5085, 3091, 5085, 3091, 5085, 5085
6140, 5085, 5085, 3859, 3859, 3858, 5085, 5085, 5085, 3753, 3753, 5085, 3753, 5085, 3753, 3753
6141, 3753, 3753, 3858, 3858, 3857, 3753, 3753, 3753, 2328, 2328, 3753, 2328, 3753, 2328, 2328
2328, 2328, 2328, 3857, 3857, 3856, 2328, 2328, 2328, 464, 464, 2328, 464, 2328, 464, 464
7189, 464, 464, 3856, 3856, 3855, 464, 464, 464, 2398, 2398, 464, 2398, 464, 2398, 2398
4747, 2398, 2398, 3855, 3855, 3854, 2398, 2398, 2398, 1143, 1143, 2398, 1143, 2398, 1143, 1143
9728, 1143, 1143, 3854, 3854, 3853, 1143, 1143, 1143, 4814, 4814, 1143, 4814, 1143, 4814, 4814
4814, 4814, 4814, 3853, 3853, 3852, 4814, 4814, 4814, 134, 134, 4814, 134, 4814, 134, 134
9502, 134, 134, 3852, 3852, 3851, 134, 134, 134, 3524, 3524, 134, 3524, 134, 3524, 3524
7364, 3524, 3524, 3851, 3851, 3850, 3524, 3524, 3524, 1796, 1796, 3524, 1796, 3524, 1796, 1796
5778, 1796, 1796, 3850, 3850, 3849, 1796, 1796, 1796, 5300, 5300, 1796, 5778, 1796, 5300, 5778
8534, 5778, 5778, 3849, 3849, 3848, 5778, 5778, 5778, 1166, 1166, 5778, 1166, 5778, 1166, 1166
5422, 1166, 1166, 3848, 3848, 3847, 1166, 1166, 1166, 5244, 5244, 1166, 5244, 1166, 5244, 5244
5300, 5244, 5244, 3847, 3847, 3846, 5244, 5244, 5244, 1537, 1537, 5244, 1537, 5244, 1537, 1537
4226, 1537, 1537, 3846, 3846, 3845, 1537, 1537, 1537, 4226, 4226, 1537, 4226, 1537, 4226, 4226
5529, 4226, 4226, 3845, 3845, 3844, 4226, 4226, 4226, 2183, 2183, 4226, 2183, 4226, 2183, 2183
7815, 2183, 2183, 3844, 3844, 3843, 2183, 2183, 2183, 6157, 6157, 2183, 7261, 2183, 6157, 7261
9768, 7261, 7261, 3843, 3843, 3842, 7261, 7261, 7261, 5832, 5832, 7261, 5832, 7261, 5832, 5832
6157, 5832, 5832, 3842, 3842, 3841, 5832, 5832, 5832, 1247, 1247, 5832, 1247, 5832, 1247, 1247
1247, 1247, 1247, 3841, 3841, 3840, 1247, 1247, 1247, 650, 650, 1247, 650, 1247, 650, 650
6110, 650, 650, 3840, 3840, 3839, 650, 650, 650, 2704, 2704, 650, 2704, 650, 2704, 2704
2704, 2704, 2704, 3839, 3839, 3838, 2704, 2704, 2704, 1368, 1368, 2704, 1368, 2704, 1368, 1368
6783, 1368, 1368, 3838, 3838, 3837, 1368, 1368, 1368, 4802, 4802, 1368, 6110, 1368, 4802, 6110
6162, 6110, 6110, 3837, 3837, 3836, 6110, 6110, 6110, 1540, 1540, 6110, 1540, 6110, 1540, 1540
4802, 1540, 1540, 3836, 3836, 3835, 1540, 1540, 1540, 3060, 3060, 1540, 3060, 1540, 3060, 3060
3060, 3060, 3060, 3835, 3835, 3834, 3060, 3060, 3060, 1250, 1250, 3060, 1250, 3060, 1250, 1250
1250, 1250, 1250, 3834, 3834, 3833, 1250, 1250, 1250, 3251, 3251, 1250, 3251, 1250, 3251, 3251
7891, 3251, 3251, 3833, 3833, 3832, 3251, 3251, 3251, 3451, 3451, 3251, 3451, 3251, 3451, 3451
5840, 3451, 3451, 3832, 3832, 3831, 3451, 3451, 3451, 5267, 5267, 3451, 5267, 3451, 5267, 5267
5267, 5267, 5267, 3831, 3831, 3830, 5267, 5267, 5267, 4474, 4474, 5267, 4474, 5267, 4474, 4474
8434, 4474, 4474, 3830, 3830, 3829, 4474, 4474, 4474, 2527, 2527, 4474, 2527, 4474, 2527, 2527
2527, 2527, 2527, 3829, 3829, 3828, 2527, 2527, 2527, 3693, 3693, 2527, 3693, 2527, 3693, 3693
8713, 3693, 3693, 3828, 3828, 3827, 3693, 3693, 3693, 4151, 4151, 3693, 4151, 3693, 4151, 4151
8229, 4151, 4151, 3827, 3827, 3826, 4151, 4151, 4151, 3756, 3756, 4151, 3756, 4151, 3756, 3756
6173, 3756, 3756, 3826, 3826, 3825, 3756, 3756, 3756, 2194, 2194, 3756, 2194, 3756, 2194, 2194
2194, 2194, 2194, 3825, 3825, 3824, 2194, 2194, 2194, 10, 10, 2194, 10, 2194, 10, 10
5995, 10, 10, 3824, 3824, 3823, 10, 10, 10, 3088, 3088, 10, 3088, 10, 3088, 3088
6176, 3088, 3088, 3823, 3823, 3822, 3088, 3088, 3088, 2323, 2323, 3088, 2323, 3088, 2323, 2323
2323, 2323, 2323, 3822, 3822, 3821, 2323, 2323, 2323, 2801, 2801, 2323, 2801, 2323, 2801, 2801
5611, 2801, 2801, 3821, 3821, 3820, 2801, 2801, 2801, 2640, 2640, 2801, 2640, 2801, 2640, 2640
6179, 2640, 2640, 3820, 3820, 3819, 2640, 2640, 2640, 4989, 4989, 2640, 6179, 2640, 4989, 6179
6180, 6179, 6179, 3819, 3819, 3818, 6179, 6179, 6179, 3090, 3090, 6179, 3090, 6179, 3090, 3090
4989, 3090, 3090, 3818, 3818, 3817, 3090, 3090, 3090, 466, 466, 3090, 466, 3090, 466, 466
466, 466, 466, 3817, 3817, 3816, 466, 466, 466, 192, 192, 466, 192, 466, 192, 192
6183, 192, 192, 3816, 3816, 3815, 192, 192, 192, 3569, 3569, 192, 3569, 192, 3569, 3569
9516, 3569, 3569, 3815, 3815, 3814, 3569, 3569, 3569, 1938, 1938, 3569, 1938, 3569, 1938, 1938
1938, 1938, 1938, 3814, 3814, 3813, 1938, 1938, 1938, 2555, 2555, 1938, 2555, 1938, 2555, 2555
5251, 2555, 2555, 3813, 3813, 3812, 2555, 2555, 2555, 1545, 1545, 2555, 1545, 2555, 1545, 1545
7299, 1545, 1545, 3812, 3812, 3811, 1545, 1545, 1545, 3189, 3189, 1545, 3189, 1545, 3189, 3189
6716, 3189, 3189, 3811, 3811, 3810, 3189, 3189, 3189, 755, 755, 3189, 755, 3189, 755, 755
1171, 755, 755, 3810, 3810, 3809, 755, 755, 755, 1171, 1171, 755, 1171, 755, 1171, 1171
6190, 1171, 1171, 3809, 3809, 3808, 1171, 1171, 1171, 773, 773, 1171, 773, 1171, 773, 773
2475, 773, 773, 3808, 3808, 3807, 773, 773, 773, 1115, 1115, 773, 1115, 773, 1115, 1115
1115, 1115, 1115, 3807, 3807, 3806, 1115, 1115, 1115, 966, 966, 1115, 966, 1115, 966, 966
966, 966, 966, 3806, 3806, 3805, 966, 966, 966, 242, 242, 966, 242, 966, 242, 242
242, 242, 242, 3805, 3805, 3804, 242, 242, 242, 3155, 3155, 242, 3155, 242, 3155, 3155
3155, 3155, 3155, 3804, 3804, 3803, 3155, 3155, 3155, 4024, 4024, 3155, 4573, 3155, 4024, 4573
6196, 4573, 4573, 3803, 3803, 3802, 4573, 4573, 4573, 1180, 1180, 4573, 1180, 4573, 1180, 1180
1180, 1180, 1180, 3802, 3802, 3801, 1180, 1180, 1180, 3909, 3909, 1180, 3909, 1180, 3909, 3909
3909, 3909, 3909, 3801, 3801, 3800, 3909, 3909, 3909, 2277, 2277, 3909, 2277, 3909, 2277, 2277
8949, 2277, 2277, 3800, 3800, 3799, 2277, 2277, 2277, 3710, 3710, 2277, 3710, 2277, 3710, 3710
3710, 3710, 3710, 3799, 3799, 3798, 3710, 3710, 3710, 579, 579, 3710, 579, 3710, 579, 579
4143, 579, 579, 3798, 3798, 3797, 579, 579, 579, 2743, 2743, 579, 2743, 579, 2743, 2743
2743, 2743, 2743, 3797, 3797, 3796, 2743, 2743, 2743, 5435, 5435, 2743, 4143, 2743, 5435, 4143
5497, 5435, 5435, 3796, 3796, 3795, 5435, 5435, 5435, 5054, 5054, 5435, 5497, 5435, 5054, 5497
5760, 5497, 5497, 3795, 3795, 3794, 5497, 5497, 5497, 4804, 4804, 5497, 4804, 5497, 4804, 4804
4804, 4804, 4804, 3794, 3794, 3793, 4804, 4804, 4804, 1575, 1575, 4804, 1575, 4804, 1575, 1575
1575, 1575, 1575, 3793, 3793, 3792, 1575, 1575, 1575, 387, 387, 1575, 387, 1575, 387, 387
9303, 387, 387, 3792, 3792, 3791, 387, 387, 387, 5434, 5434, 387, 5543, 387, 5434, 5543
6208, 5543, 5543, 3791, 3791, 3790, 5543, 5543, 5543, 3103, 3103, 5543, 3103, 5543, 3103, 3103
4198, 3103, 3103, 3790, 3790, 3789, 3103, 3103, 3103, 4198, 4198, 3103, 4198, 3103, 4198, 4198
5434, 4198, 4198, 3789, 3789, 3788, 4198, 4198, 4198, 2904, 2904, 4198, 2904, 4198, 2904, 2904
8341, 2904, 2904, 3788, 3788, 3787, 2904, 2904, 2904, 1781, 1781, 2904, 1781, 2904, 1781, 1781
1781, 1781, 1781, 3787, 3787, 3786, 1781, 1781, 1781, 3673, 3673, 1781, 3673, 1781, 3673, 3673
6633, 3673, 3673, 3786, 3786, 3785, 3673, 3673, 3673, 5646, 5646, 3673, 5646, 3673, 5646, 5646
5646, 5646, 5646, 3785, 3785, 3784, 5646, 5646, 5646, 1629, 1629, 5646, 1629, 5646, 1629, 1629
9608, 1629, 1629, 3784, 3784, 3783, 1629, 1629, 1629, 5196, 5196, 1629, 5196, 1629, 5196, 5196
7773, 5196, 5196, 3783, 3783, 3782, 5196, 5196, 5196, 945, 945, 5196, 945, 5196, 945, 945
7978, 945, 945, 3782, 3782, 3781, 945, 945, 945, 3450, 3450, 945, 3450, 945, 3450, 3450
3450, 3450, 3450, 3781, 3781, 3780, 3450, 3450, 3450, 1229, 1229, 3450, 1229, 3450, 1229, 1229
6219, 1229, 1229, 3780, 3780, 3779, 1229, 1229, 1229, 5411, 5411, 1229, 5411, 1229, 5411, 5411
5411, 5411, 5411, 3779, 3779, 3778, 5411, 5411, 5411, 1975, 1975, 5411, 1975, 5411, 1975, 1975
4358, 1975, 1975, 3778, 3778, 3777, 1975, 1975, 1975, 3185, 3185, 1975, 4358, 1975, 3185, 4358
5751, 4358, 4358, 3777, 3777, 3776, 4358, 4358, 4358, 153, 153, 4358, 153, 4358, 153, 153
3185, 153, 153, 3776, 3776, 3775, 153, 153, 153, 2571, 2571, 153, 2571, 153, 2571, 2571
2571, 2571, 2571, 3775, 3775, 3774, 2571, 2571, 2571, 2639, 2639, 2571, 2639, 2571, 2639, 2639
6714, 2639, 2639, 3774, 3774, 3773, 2639, 2639, 2639, 4773, 4773, 2639, 4969, 2639, 4773, 4969
9366, 4969, 4969, 3773, 3773, 3772, 4969, 4969, 4969, 1265, 1265, 4969, 1265, 4969, 1265, 1265
1265, 1265, 1265, 3772, 3772, 3771, 1265, 1265, 1265, 918, 918, 1265, 918, 1265, 918, 918
918, 918, 918, 3771, 3771, 3770, 918, 918, 918, 323, 323, 918, 323, 918, 323, 323
323, 323, 323, 3770, 3770, 3769, 323, 323, 323, 5121, 5121, 323, 6230, 323, 5121, 6230
6230, 6230, 6230, 3769, 3769, 3768, 6230, 6230, 6230, 3115, 3115, 6230, 3115, 6230, 3115, 3115
6231, 3115, 3115, 3768, 3768, 3767, 3115, 3115, 3115, 2658, 2658, 3115, 2658, 3115, 2658, 2658
2658, 2658, 2658, 3767, 3767, 3766, 2658, 2658, 2658, 719, 719, 2658, 719, 2658, 719, 719
719, 719, 719, 3766, 3766, 3765, 719, 719, 719, 4774, 4774, 719, 4774, 719, 4774, 4774
8288, 4774, 4774, 3765, 3765, 3764, 4774, 4774, 4774, 5481, 5481, 4774, 5481, 4774, 5481, 5481
5978, 5481, 5481, 3764, 3764, 3763, 5481, 5481, 5481, 2844, 2844, 5481, 2844, 5481, 2844, 2844
2844, 2844, 2844, 3763, 3763, 3762, 2844, 2844, 2844, 659, 659, 2844, 659, 2844, 659, 659
3135, 659, 659, 3762, 3762, 3761, 659, 659, 659, 3135, 3135, 659, 3135, 659, 3135, 3135
9413, 3135, 3135, 3761, 3761, 3760, 3135, 3135, 3135, 644, 644, 3135, 644, 3135, 644, 644
3072, 644, 644, 3760, 3760, 3759, 644, 644, 644, 2792, 2792, 644, 3072, 644, 2792, 3072
7721, 3072, 3072, 3759, 3759, 3758, 3072, 3072, 3072, 486, 486, 3072, 486, 3072, 486, 486
486, 486, 486, 3758, 3758, 3757, 486, 486, 486, 1499, 1499, 486, 1499, 486, 1499, 1499
2792, 1499, 1499, 3757, 3757, 3756, 1499, 1499, 1499, 1192, 1192, 1499, 1192, 1499, 1192, 1192
5019, 1192, 1192, 3756, 3756, 3755, 1192, 1192, 1192, 3464, 3464, 1192, 3464, 1192, 3464, 3464
8483, 3464, 3464, 3755, 3755, 3754, 3464, 3464, 3464, 1415, 1415, 3464, 1415, 3464, 1415, 1415
8423, 1415, 1415, 3754, 3754, 3753, 1415, 1415, 1415, 5586, 5586, 1415, 7613, 1415, 5586, 7613
9420, 7613, 7613, 3753, 3753, 3752, 7613, 7613, 7613, 780, 780, 7613, 780, 7613, 780, 780
9780, 780, 780, 3752, 3752, 3751, 780, 780, 780, 3355, 3355, 780, 3813, 780, 3355, 3813
5586, 3813, 3813, 3751, 3751, 3750, 3813, 3813, 3813, 767, 767, 3813, 767, 3813, 767, 767
767, 767, 767, 3750, 3750, 3749, 767, 767, 767, 1366, 1366, 767, 1366, 767, 1366, 1366
3355, 1366, 1366, 3749, 3749, 3748, 1366, 1366, 1366, 85, 85, 1366, 85, 1366, 85, 85
7765, 85, 85, 3748, 3748, 3747, 85, 85, 85, 5727, 5727, 85, 5727, 85, 5727, 5727
6252, 5727, 5727, 3747, 3747, 3746, 5727, 5727, 5727, 2712, 2712, 5727, 2712, 5727, 2712, 2712
6453, 2712, 2712, 3746, 3746, 3745, 2712, 2712, 2712, 3127, 3127, 2712, 6254, 2712, 3127, 6254
6254, 6254, 6254, 3745, 3745, 3744, 6254, 6254, 6254, 590, 590, 6254, 590, 6254, 590, 590
2165, 590, 590, 3744, 3744, 3743, 590, 590, 590, 2165, 2165, 590, 2165, 590, 2165, 2165
6256, 2165, 2165, 3743, 3743, 3742, 2165, 2165, 2165, 1397, 1397, 2165, 1397, 2165, 1397, 1397
6257, 1397, 1397, 3742, 3742, 3741, 1397, 1397, 1397, 1875, 1875, 1397, 1875, 1397, 1875, 1875
1875, 1875, 1875, 3741, 3741, 3740, 1875, 1875, 1875, 781, 781, 1875, 781, 1875, 781, 781
7011, 781, 781, 3740, 3740, 3739, 781, 781, 781, 1809, 1809, 781, 1809, 781, 1809, 1809
1809, 1809, 1809, 3739, 3739, 3738, 1809, 1809, 1809, 646, 646, 1809, 646, 1809, 646, 646
3799, 646, 646, 3738, 3738, 3737, 646, 646, 646, 3309, 3309, 646, 3520, 646, 3309, 3520
3520, 3520, 3520, 3737, 3737, 3736, 3520, 3520, 3520, 622, 622, 3520, 622, 3520, 622, 622
3309, 622, 622, 3736, 3736, 3735, 622, 622, 622, 3131, 3131, 622, 3131, 622, 3131, 3131
3712, 3131, 3131, 3735, 3735, 3734, 3131, 3131, 3131, 1566, 1566, 3131, 1566, 3131, 1566, 1566
6691, 1566, 1566, 3734, 3734, 3733, 1566, 1566, 1566, 1565, 1565, 1566, 3712, 1566, 1565, 3712
7111, 3712, 3712, 3733, 3733, 3732, 3712, 3712, 3712, 209, 209, 3712, 209, 3712, 209, 209
209, 209, 209, 3732, 3732, 3731, 209, 209, 209, 81, 81, 209, 81, 209, 81, 81
81, 81, 81, 3731, 3731, 3730, 81, 81, 81, 536, 536, 81, 536, 81, 536, 536
5535, 536, 536, 3730, 3730, 3729, 536, 536, 536, 1746, 1746, 536, 1746, 536, 1746, 1746
6408, 1746, 1746, 3729, 3729, 3728, 1746, 1746, 1746, 1424, 1424, 1746, 1424, 1746, 1424, 1424
9560, 1424, 1424, 3728, 3728, 3727, 1424, 1424, 1424, 2415, 2415, 1424, 2415, 1424, 2415, 2415
4660, 2415, 2415, 3727, 3727, 3726, 2415, 2415, 2415, 1453, 1453, 2415, 1453, 2415, 1453, 1453
6566, 1453, 1453, 3726, 3726, 3725, 1453, 1453, 1453, 4868, 4868, 1453, 5523, 1453, 4868, 5523
7207, 5523, 5523, 3725, 3725, 3724, 5523, 5523, 5523, 1909, 1909, 5523, 1909, 5523, 1909, 1909
4613, 1909, 1909, 3724, 3724, 3723, 1909, 1909, 1909, 4613, 4613, 1909, 4613, 1909, 4613, 4613
8267, 4613, 4613, 3723, 3723, 3722, 4613, 4613, 4613, 1343, 1343, 4613, 1343, 4613, 1343, 1343
